2091.746	-2.285983	-5.361151924
2096.746	-2.507582	-5.128916042
2101.746	-2.594119	3.070927996
2106.746	-2.959725	4.827080177
2111.746	-3.212485	8.520229018
2116.746	-3.28392	-5.093965487
2121.746	-3.231408	-7.73209517
2126.746	-3.140517	6.793319839
2131.746	-2.617337	3.735213482
2136.746	-1.927439	-7.33606398
2141.746	-1.604419	-4.132292576
2146.746	-1.448243	0.5944151393
2151.746	-1.466241	9.435167104
2156.746	-1.49462	-8.579608682
2161.746	-1.525086	1.329000658
2166.746	-1.644469	4.515289762
2171.746	-1.740673	3.208451778
2176.746	-1.853657	2.78229193
2181.746	-1.92269	6.108691801
2186.746	-2.009855	2.886752547
2191.746	-2.250569	-2.073967696
2196.746	-2.251633	8.436516242
2201.746	-2.155766	3.712846219
2206.746	-1.988395	-8.440110268
2211.746	-2.021579	-4.029799828
2216.746	-2.0439	6.331034097
2221.746	-2.029126	6.345503748
2226.746	-1.828008	3.839604599
2231.746	-1.741848	5.473132666
2236.746	-1.503289	-1.766259118
2241.746	-1.516577	-0.1109893997
2246.746	-1.602522	-6.155031156
2251.746	-1.681176	3.326946662
2256.746	-1.724836	0.7909237083
2261.746	-1.726669	4.107284137
2266.746	-1.709876	-8.064492145
2271.746	-1.626866	1.714911014
2276.746	-1.562591	-2.668991571
2281.746	-1.633741	-6.548788893
2286.746	-1.576361	1.80501039
2291.746	-1.536228	6.098114869
2296.746	-1.475823	7.85753254
2301.746	-1.404859	-1.471882365
2306.746	-1.272802	8.682418178
2311.746	-1.243363	0.5964151182
2316.746	-1.162614	-5.008805972
2321.746	-1.081866	-4.719838765
2326.746	-1.290465	-2.147047968
2331.746	-1.585008	-7.592866773
2336.746	-1.857388	-3.925450828
2341.746	-1.857388	-8.555164284
2346.746	-2.067452	-9.18937015
2351.746	-2.134436	-6.269480474
2356.746	-2.245869	6.184163964
2361.746	-2.458626	7.604945576
2366.746	-2.555756	9.506911563
2371.746	-2.648626	-6.550052595
2376.746	-2.783255	-0.9148899916
2381.746	-2.934971	9.129955359
2386.746	-3.110989	-9.428321525
2391.746	-3.175462	1.179853802
2396.746	-3.239935	0.5566632333
2401.746	-3.28	-5.437998787
2406.746	-3.23358	3.916435207
2411.746	-3.201516	5.646506261
2416.746	-3.091968	2.425936898
2421.746	-3.087914	-4.004844009
2426.746	-3.107366	4.541215106
2431.746	-2.924077	-2.586775887
2436.746	-2.924077	1.756658643
2441.746	-2.740788	-8.850736206
2446.746	-2.55646	-8.233497748
2451.746	-2.296986	-0.6966225233
2456.746	-2.093549	3.956901119
2461.746	-2.037512	-7.658104552
2466.746	-1.853492	8.854550989
2471.746	-1.93996	-4.644902213
2476.746	-2.441404	-4.326820169
2481.746	-2.942914	-4.967053367
2486.746	-3.387541	2.827957602
2491.746	-3.490739	-4.948161568
2496.746	-3.623947	5.986654228
2501.746	-3.62319	5.878564306
2506.746	-3.622656	-5.203365432
2511.746	-3.614915	-1.494696629
2516.746	-3.637065	-3.186385981
2521.746	-3.703588	-9.465638733
2526.746	-3.727347	-2.950591142
2531.746	-3.687782	2.884190701
2536.746	-3.568579	-0.510729831
2541.746	-3.419438	4.317605147
2546.746	-3.370097	-3.861869751
2551.746	-3.332031	-6.548718948
2556.746	-3.324508	3.927164091
2561.746	-3.038048	5.935428145
2566.746	-3.245328	-7.524180179
2571.746	-3.178939	-6.059335636
2576.746	-3.033361	8.739279685
2581.746	-2.991182	0.2152581307
2586.746	-3.277995	5.971336412
2591.746	-3.599448	-2.96951281
2596.746	-3.531362	6.37332908
2601.746	-3.382286	4.661483695
2606.746	-3.486959	-9.69637105
2611.746	-3.565408	-0.4883822431
2616.746	-3.551452	-9.838631953
2621.746	-3.557002	4.127795926
2626.746	-3.473656	6.474399224
2631.746	-3.209983	6.217018719
2636.746	-2.870879	5.144783954
2641.746	-2.614399	-9.948499588
2646.746	-2.202101	-0.4309563231
2651.746	-2.108754	4.805022036
2656.746	-1.897959	-4.278834498
2661.746	-1.784601	8.849452253
2666.746	-1.757655	5.496311465
2671.746	-1.778262	-0.7204624208
2676.746	-1.832545	-1.653633215
2681.746	-1.892725	4.269049654
2686.746	-2.023243	-0.2123903695
2691.746	-2.284256	-1.399103923
2696.746	-2.37553	-6.534734887
2701.746	-2.540312	9.957025389
2706.746	-2.445152	-3.371461008
2711.746	-2.272504	-3.344820436
2716.746	-2.2747	0.9578268629
2721.746	-2.160296	3.807810203
2726.746	-2.112779	-2.741842057
2731.746	-2.007415	-5.267936919
2736.746	-1.906791	2.178968494
2741.746	-1.818647	2.506206617
2746.746	-1.741621	-3.46648119
2751.746	-1.66988	-4.514136321
2756.746	-1.579103	-0.04430400946
2761.746	-1.48473	-7.069999187
2766.746	-1.536575	-7.217045146
2771.746	-1.588419	1.30653443
2776.746	-1.640264	3.116200111
2781.746	-1.692108	-8.551701391
2786.746	-1.743953	2.592702777
2791.746	-1.826145	9.301125055
2796.746	-1.826783	9.046016791
2801.746	-1.894325	4.016126669
2806.746	-1.925134	7.961885831
2811.746	-1.92706	3.922992472
2816.746	-2.000461	-7.390688754
2821.746	-2.124763	-2.83955354
2826.746	-2.275266	-2.418211385
2831.746	-2.411366	7.276354059
2836.746	-2.613774	9.110116938
2841.746	-2.738548	7.271847676
2846.746	-2.634508	5.996672605
2851.746	-2.649088	-8.156931483
2856.746	-2.857226	-9.576785527
2861.746	-2.894619	6.857643538
2866.746	-2.909517	4.570703624
2871.746	-3.06285	-8.933550774
2876.746	-3.133091	-0.05004439503
2881.746	-2.979454	2.761233432
2886.746	-2.93923	-7.161273036
2891.746	-2.836613	-5.918893685
2896.746	-2.772829	-1.493726656
2901.746	-2.656128	-2.706679933
2906.746	-2.515078	6.505682372
2911.746	-2.470053	6.107988972
2916.746	-2.512449	-7.144049279
2921.746	-2.731795	8.988353576
2926.746	-3.079786	-7.605859509
2931.746	-3.429939	-3.263856737
2936.746	-3.311672	-6.053691581
2941.746	-2.957682	-1.744956987
2946.746	-2.676624	-4.089386913
2951.746	-2.782811	2.746147581
2956.746	-2.824155	9.179585217
2961.746	-3.104848	6.476980936
2966.746	-3.268724	-5.943807553
2971.746	-3.249567	1.990589713
2976.746	-3.036301	-9.644325808
2981.746	-2.852912	6.563876139
2986.746	-2.612549	6.67731092
2991.746	-2.429481	-9.095473694
2996.746	-2.278133	0.09789456574
3001.746	-2.115373	3.806246758
3006.746	-2.031348	6.995984463
3011.746	-1.96992	3.222898235
3016.746	-1.951874	5.682103404
3021.746	-1.935738	-6.249245727
3026.746	-1.923278	-9.12010019
3031.746	-1.953032	-0.7842236956
3036.746	-2.002829	8.426409441
3041.746	-2.091585	-3.260508524
3046.746	-2.19943	2.210880271
3051.746	-2.356193	-3.077770852
3056.746	-2.366396	-4.366320203
3061.746	-2.41591	-3.077988669
3066.746	-2.420902	3.228449791
3071.746	-2.391808	-2.809782026
3076.746	-2.407018	-7.74616555
3081.746	-2.407873	-0.5178590934
3086.746	-2.368657	-7.635073325
3091.746	-2.368657	-1.775715695
3096.746	-2.314761	-4.244644287
3101.746	-2.324824	0.3223063299
3106.746	-2.33963	5.899264345
3111.746	-2.354436	6.109865239
3116.746	-2.369243	7.417904383
3121.746	-2.384049	-5.763619677
3126.746	-2.398855	-1.722057938
3131.746	-2.413661	4.162412947
3136.746	-2.395944	9.232367991
3141.746	-2.374874	9.533468319
3146.746	-2.353805	8.281074613
3151.746	-2.332735	-4.94192734
3156.746	-2.311666	-3.115263626
3161.746	-2.290596	-9.383518862
3166.746	-2.269526	-7.361369973
3171.746	-2.256706	-5.300692666
3176.746	-2.198647	6.849597043
3181.746	-2.161748	8.038163082
3186.746	-2.166975	-9.300192821
3191.746	-2.158988	-8.208180266
3196.746	-2.132848	-4.978193815
3201.746	-2.082042	-6.145509478
3206.746	-2.007871	-9.694222183
3211.746	-1.935675	3.359212677
3216.746	-1.920513	-3.969930026
3221.746	-1.898059	-9.793549359
3226.746	-1.913984	8.96602152
3231.746	-1.94062	9.256823171
3236.746	-1.94062	8.570171967
3241.746	-1.985776	-5.70898377
3246.746	-2.164782	5.441592318
3251.746	-2.309759	6.304965709
3256.746	-2.381215	1.838332966
3261.746	-2.446486	-7.785729056
3266.746	-2.46427	-0.8161524798
3271.746	-2.450945	0.6515948668
3276.746	-2.430593	7.792837123
3281.746	-2.41783	-6.621297894
3286.746	-2.424761	5.657526593
3291.746	-2.43	-0.3010841197
3296.746	-2.43	-3.722805239
3301.746	-2.435931	6.314848606
3306.746	-2.440866	4.642580721
3311.746	-2.45613	9.338869728
3316.746	-2.467789	2.194295079
3321.746	-2.516352	3.722355199
3326.746	-2.591717	1.166014141
3331.746	-2.678214	-7.445440613
3336.746	-2.810074	3.117507183
3341.746	-2.836534	5.344071943
3346.746	-2.940777	-7.52180976
3351.746	-3.026401	0.7641132414
3356.746	-3.116838	8.759675635
3361.746	-3.179772	-1.491887996
3366.746	-3.259238	2.709104151
3371.746	-3.373818	-3.075505811
3376.746	-3.561389	0.6069615609
3381.746	-3.71543	-4.775679509
3386.746	-3.751818	1.009839889
3391.746	-3.906835	6.047639963
