DCx,X,Z,K,Theta,q
11293,9728,-1.298000,0.000364005,129.42184,0.172437135
11298,9723,-1.298000,0.000365521,314.01511,0.028035773
11303,9718,-1.298000,0.000365777,296.6185568,2.492739419
11308,9713,-1.298000,0.000365757,99.28961388,1.005023944
11313,9708,-1.298000,0.000365697,170.9998642,0.806914796
11318,9703,-1.298000,0.000367087,24.06774695,0.324902146
11323,9698,-1.298000,0.000367803,4.066561896,0.544991069
11328,9693,-1.298000,0.000367984,302.3758322,1.151413634
11333,9688,-1.298000,0.000363044,34.94933571,2.51131111
11338,9683,-1.298000,0.00036205,181.6073886,2.285105697
11343,9678,-1.298000,0.000362337,300.6193872,2.961734971
11348,9673,-1.298000,0.000358242,235.0868733,2.133001503
11353,9668,-1.298000,0.000355394,223.2353787,1.034527523
11358,9663,-1.298000,0.000357174,243.2800552,1.612775833
11363,9658,-1.298000,0.000357588,298.5267011,2.232547673
11368,9653,-1.298000,0.00035718,157.8100737,2.788178177
11373,9648,-1.298000,0.000356159,19.51966793,0.385199984
11378,9643,-1.298000,0.000353944,79.50952653,0.662961074
11383,9638,-1.298000,0.000350697,317.396802,0.984035773
11388,9633,-1.298000,0.00034791,203.3122783,1.014405258
11393,9628,-1.298000,0.000346701,69.40983427,2.601914917
11398,9623,-1.298000,0.000346969,28.11912936,2.027151195
11403,9618,-1.298000,0.000349287,68.33656084,0.050950398
11408,9613,-1.298000,0.000353102,347.53015,1.55231776
11413,9608,-1.298000,0.000354768,136.4605373,1.536886591
11418,9603,-1.298000,0.000357889,263.3826684,1.188117275
11423,9598,-1.298000,0.000361844,44.05663607,2.762129223
11428,9593,-1.298000,0.000363964,220.0904696,2.975270474
11433,9588,-1.298000,0.000365152,85.37687184,1.664088011
11438,9583,-1.298000,0.00036638,281.082269,1.712404149
11443,9578,-1.298000,0.000366966,110.8948767,0.696389925
11448,9573,-1.298000,0.000366996,105.485714,2.394621594
11453,9568,-1.298000,0.000367212,319.0517973,0.713524071
11458,9563,-1.298000,0.000365623,118.2011755,1.719932189
11463,9558,-1.298000,0.000364873,47.26588606,1.858295253
11468,9553,-1.298000,0.000365765,190.0910892,1.361184498
11473,9548,-1.298000,0.000365064,76.75941035,2.263238315
11478,9543,-1.298000,0.000362657,326.0575483,1.697610141
11483,9538,-1.298000,0.000361624,152.1722384,2.333595671
11488,9533,-1.298000,0.000361475,175.2540161,2.202579416
11493,9528,-1.298000,0.000361184,29.08544694,2.896221284
11498,9523,-1.298000,0.000361464,346.598313,2.289001547
11503,9518,-1.298000,0.000362704,172.5419321,1.70058089
11508,9513,-1.298000,0.000363436,61.79433882,1.799084906
11513,9508,-1.298000,0.000364998,21.24023616,1.773837207
11518,9503,-1.298000,0.000367233,290.5434887,2.884944458
11523,9498,-1.298000,0.000369474,4.152153141,1.324851012
11528,9493,-1.298000,0.000370698,71.11043141,2.077441539
11533,9488,-1.298000,0.000371591,256.0186014,0.707572136
11538,9483,-1.298000,0.000374282,180.6215561,2.311839037
11543,9478,-1.298000,0.000377088,296.7023068,0.480002271
11548,9473,-1.298000,0.000377666,60.11482429,0.235964444
11553,9468,-1.298000,0.000379052,304.1828017,0.931966761
11558,9463,-1.298000,0.000383166,107.6106061,0.972735386
11563,9458,-1.298000,0.000386962,209.9198972,0.530700252
11568,9453,-1.298000,0.000385812,349.9696502,0.738037175
11573,9448,-1.298000,0.000386026,309.351456,2.975516373
11578,9443,-1.298000,0.000385425,259.6607335,1.833913354
11583,9438,-1.298000,0.000380882,241.889234,1.449012074
11588,9433,-1.298000,0.000376194,287.6314849,0.73279678
11593,9428,-1.298000,0.000369692,289.6267018,2.92173418
11598,9423,-1.298000,0.000365016,125.9805589,2.146247328
11603,9418,-1.298000,0.000361932,7.842895796,2.09517064
11608,9413,-1.298000,0.000356359,200.2329492,0.524517788
11613,9408,-1.298000,0.000354088,85.51440418,1.411165169
11618,9403,-1.298000,0.000354322,130.8543582,2.415268638
11623,9398,-1.298000,0.000353497,152.1047668,0.329128067
11628,9393,-1.298000,0.000353568,228.552169,2.385034295
11633,9388,-1.298000,0.000357482,304.883841,2.604083772
11638,9383,-1.298000,0.000363564,313.7176157,0.292046878
11643,9378,-1.298000,0.000368576,341.3920206,0.197534409
11648,9373,-1.298000,0.000373626,321.0615262,0.180848029
11653,9368,-1.298000,0.000378011,42.13223206,1.365090993
11658,9363,-1.298000,0.00037742,258.0913417,2.638264924
11663,9358,-1.298000,0.000377229,231.6419225,1.043557523
11668,9353,-1.298000,0.000373884,24.81167773,1.310059024
11673,9348,-1.298000,0.000370554,279.3790165,0.393598702
11678,9343,-1.298000,0.000367704,112.8237712,1.960196709
11683,9338,-1.298000,0.000364924,128.3581378,1.612472617
11688,9333,-1.298000,0.000364732,43.65329533,2.187339026
11693,9328,-1.298000,0.000365426,92.51042591,0.396380205
11698,9323,-1.298000,0.00036621,141.4539157,2.682600007
11703,9318,-1.298000,0.000366434,351.5519077,1.373840928
11708,9313,-1.298000,0.000367171,119.6670029,0.301881547
11713,9308,-1.298000,0.000366475,200.6247152,1.203112592
11718,9303,-1.298000,0.000363446,277.1587928,2.604830117
11723,9298,-1.298000,0.000360413,198.2879023,2.872340285
11728,9293,-1.298000,0.000357388,103.7150203,0.0641853
11733,9288,-1.298000,0.000354464,173.7684032,2.83487753
11738,9283,-1.298000,0.000352399,239.5591609,2.765727775
11743,9278,-1.298000,0.000351892,342.4653707,1.832884759
11748,9273,-1.298000,0.000352254,326.8300736,1.470507511
11753,9268,-1.298000,0.000353441,305.4169444,1.334252394
11758,9263,-1.298000,0.000355081,275.7445247,1.190456032
11763,9258,-1.298000,0.000356773,47.86597077,0.455734703
11768,9253,-1.298000,0.000358047,238.0281684,2.610507768
11773,9248,-1.298000,0.000359139,214.4915287,1.457022585
11778,9243,-1.298000,0.000360108,155.320051,2.579691956
11783,9238,-1.298000,0.000360487,260.8293723,2.184643874
11788,9233,-1.298000,0.000360371,345.8635925,1.627703177
11793,9228,-1.298000,0.000360204,22.22438052,1.89227288
11798,9223,-1.298000,0.000360064,98.61851701,0.807228946
11803,9218,-1.298000,0.000359851,204.1649147,1.77543602
11808,9213,-1.298000,0.000359238,278.4061752,2.59891529
11813,9208,-1.298000,0.000358648,82.30154739,2.776634696
11818,9203,-1.298000,0.000357578,178.7780829,2.853358716
11823,9198,-1.298000,0.000355858,76.78344119,0.200113438
11828,9193,-1.298000,0.000354458,350.1447061,2.838413917
11833,9188,-1.298000,0.00035222,106.8466838,1.489899917
11838,9183,-1.298000,0.000348166,246.9309366,0.20408216
11843,9178,-1.298000,0.000344485,133.5238754,0.460925129
11848,9173,-1.298000,0.000342955,138.9953532,0.888219345
11853,9168,-1.298000,0.000341494,136.8767332,0.506246814
11858,9163,-1.298000,0.000340701,199.9082488,2.205583843
11863,9158,-1.298000,0.000339601,118.6148852,2.639091196
11868,9153,-1.298000,0.000337696,91.91368972,2.554270164
11873,9148,-1.298000,0.000337171,311.5677065,2.016088053
11878,9143,-1.298000,0.000337283,27.34876941,2.395488644
11883,9138,-1.298000,0.000337665,311.4927822,0.301440728
11888,9133,-1.298000,0.0003396,301.1455549,1.568005542
11893,9128,-1.298000,0.00034225,168.2129013,0.176064759
11898,9123,-1.298000,0.000346054,277.7526976,2.440938205
11903,9118,-1.298000,0.000350049,273.6937053,1.037055994
11908,9113,-1.298000,0.000351316,62.15990598,2.486772236
11913,9108,-1.298000,0.000355314,346.9518415,2.17489005
11918,9103,-1.298000,0.000362263,317.0117921,1.011881331
11923,9098,-1.298000,0.000370363,216.5074706,0.634391952
11928,9093,-1.298000,0.000375776,7.793268144,1.019520369
11933,9088,-1.298000,0.000378376,65.44612958,1.377875378
11938,9083,-1.298000,0.000384736,107.5804316,1.58624189
11943,9078,-1.298000,0.000389981,195.5827616,1.203617477
11948,9073,-1.298000,0.000392391,254.0941676,2.255766619
11953,9068,-1.298000,0.000396549,12.54784654,0.08081673
11958,9063,-1.298000,0.000398298,131.7753846,1.123948351
11963,9058,-1.298000,0.000397799,206.1450159,0.56004379
11968,9053,-1.298000,0.000396772,120.9553787,1.115945758
11973,9048,-1.298000,0.000394354,90.5768471,0.992543259
11978,9043,-1.298000,0.000391972,203.028529,0.055535653
11983,9038,-1.298000,0.000384746,290.3219205,2.055692107
11988,9033,-1.298000,0.000379667,335.1488533,2.017013829
11993,9028,-1.298000,0.000377412,300.5558287,2.499109005
11998,9023,-1.298000,0.000372028,326.1818436,1.309164481
12003,9018,-1.298000,0.000367296,206.9828509,1.907224146
12008,9013,-1.298000,0.000365931,340.8424146,1.995345362
12013,9008,-1.298000,0.000365065,14.81749481,1.067317697
12018,9003,-1.298000,0.000363082,259.9291135,0.955604673
12023,8998,-1.298000,0.000362685,228.5016522,2.069319263
12028,8993,-1.298000,0.000361525,71.38727789,0.078941924
12033,8988,-1.298000,0.000362364,254.5020904,2.819762738
12038,8983,-1.298000,0.000360869,319.910455,1.879628954
12043,8978,-1.298000,0.000359705,26.04035244,0.405304213
12048,8973,-1.298000,0.000360859,338.4885919,2.815538425
12053,8968,-1.298000,0.000361709,224.9645549,1.403574211
12058,8963,-1.298000,0.000361538,113.4885427,2.799613491
12063,8958,-1.298000,0.000362474,202.0309725,2.919740594
12068,8953,-1.298000,0.000363447,30.98994411,0.853084882
12073,8948,-1.298000,0.000364058,88.74599038,1.61642626
12078,8943,-1.298000,0.000364316,125.164115,0.037726342
12083,8938,-1.298000,0.000364391,311.2516266,0.471453231
12088,8933,-1.298000,0.000364188,35.77256058,1.054940381
12093,8928,-1.298000,0.000364369,265.7889855,2.3193802
12098,8923,-1.298000,0.000364727,101.5738997,0.960602592
12103,8918,-1.298000,0.000365646,43.28947962,1.660434646
12108,8913,-1.298000,0.000366732,300.3262103,1.140366872
12113,8908,-1.298000,0.00036442,275.1261891,2.25062901
12118,8903,-1.298000,0.000364119,275.649299,2.955220162
12123,8898,-1.298000,0.000363918,34.1273798,1.341350224
12128,8893,-1.298000,0.000361148,255.86986,0.223882293
12133,8888,-1.298000,0.000359422,166.7331748,0.301314221
12138,8883,-1.298000,0.000358581,33.91294288,1.008676631
12143,8878,-1.298000,0.000358317,210.4593636,0.876626338
12148,8873,-1.298000,0.000358377,295.497494,2.750925062
12153,8868,-1.298000,0.000358423,52.38540643,1.514286668
12158,8863,-1.298000,0.000358362,312.0977491,1.737671705
12163,8858,-1.298000,0.000358596,349.0632419,0.155051869
12168,8853,-1.298000,0.000358188,34.42043382,0.800300657
12173,8848,-1.298000,0.000357834,139.6545581,2.348630467
12178,8843,-1.298000,0.000358042,276.9942535,1.614083006
12183,8838,-1.298000,0.000358493,106.1712428,2.819286753
12188,8833,-1.298000,0.000358197,315.3162042,1.612828984
12193,8828,-1.298000,0.000357473,55.04812325,1.238847322
12198,8823,-1.298000,0.000356794,342.1916016,2.892268037
12203,8818,-1.298000,0.00035736,196.6168707,1.79737276
12208,8813,-1.298000,0.000356126,302.7565769,2.823797643
12213,8808,-1.298000,0.000355759,298.9871673,2.283021542
12218,8803,-1.298000,0.000355522,140.8591248,0.332610697
12223,8798,-1.298000,0.000357412,94.70055101,0.855397714
12228,8793,-1.298000,0.000357039,278.5011255,0.637790402
12233,8788,-1.298000,0.000356944,299.9414018,1.244299423
12238,8783,-1.298000,0.000359783,96.95360206,1.505013529
12243,8778,-1.298000,0.000358388,269.0499627,2.523610895
12248,8773,-1.298000,0.000353205,221.8216653,2.33881869
12253,8768,-1.298000,0.000352839,146.3584446,1.750962793
12258,8763,-1.298000,0.000353058,235.8337263,1.556947472
12263,8758,-1.298000,0.000352051,164.5049867,0.897240976
12268,8753,-1.298000,0.000351805,269.7293133,2.070454717
12273,8748,-1.298000,0.000352837,37.23015928,1.883727176
12278,8743,-1.298000,0.000355054,57.74244542,2.329235049
12283,8738,-1.298000,0.000358445,200.1706952,2.603981466
12288,8733,-1.298000,0.000362446,149.4524981,0.079339146
12293,8728,-1.298000,0.000367048,119.4442444,1.846549292
12298,8723,-1.298000,0.000372238,77.30355463,0.594875623
12303,8718,-1.298000,0.000377466,277.8673989,2.594291648
12308,8713,-1.298000,0.000381611,261.8860731,2.784598611
12313,8708,-1.298000,0.000384459,303.0229385,2.541765498
12318,8703,-1.298000,0.000387071,54.82258845,0.116418766
12323,8698,-1.298000,0.000387203,293.8329715,1.581659584
12328,8693,-1.298000,0.000385677,33.70010451,1.091468486
12333,8688,-1.298000,0.000383568,189.957621,0.21038339
12338,8683,-1.298000,0.000381607,61.51188044,0.74477268
12343,8678,-1.298000,0.000380753,228.8405474,0.177193228
12348,8673,-1.298000,0.000380629,52.75654951,0.694028206
12353,8668,-1.298000,0.000381605,331.7157049,2.806319438
12358,8663,-1.298000,0.000378333,272.6230105,2.420148702
12363,8658,-1.298000,0.000377401,334.4457331,0.11420515
12368,8653,-1.298000,0.00037726,301.4234783,2.904436678
12373,8648,-1.298000,0.000373418,4.697191331,2.790140596
12378,8643,-1.298000,0.000372635,116.3617929,0.137767875
12383,8638,-1.298000,0.000373145,104.6840365,0.988560403
12388,8633,-1.298000,0.000374272,41.44558007,2.149562563
12393,8628,-1.298000,0.000376097,306.1000968,0.094373825
12398,8623,-1.298000,0.000376367,352.4034692,0.728528957
12403,8618,-1.298000,0.000375091,191.1970799,0.919607049
12408,8613,-1.298000,0.000373868,198.6820065,2.501996758
12413,8608,-1.298000,0.000372146,193.1700313,1.565485985
12418,8603,-1.298000,0.000370533,117.3852272,0.346456024
12423,8598,-1.298000,0.000369323,198.7378999,0.41790731
12428,8593,-1.298000,0.00036544,64.5497619,1.213623419
12433,8588,-1.298000,0.000365357,192.1172163,0.477941068
12438,8583,-1.298000,0.000365583,84.7693643,2.833359529
12443,8578,-1.298000,0.000362213,162.5044407,0.389518595
12448,8573,-1.298000,0.000359463,87.66591345,0.6833354
12453,8568,-1.298000,0.000356967,307.9842839,0.080238494
12458,8563,-1.298000,0.000354321,18.25444761,2.672367444
12463,8558,-1.298000,0.000352125,69.35402101,2.162700434
12468,8553,-1.298000,0.000350422,321.8835581,0.612143452
12473,8548,-1.298000,0.000348908,279.4761838,1.02175823
12478,8543,-1.298000,0.000346792,48.31602446,1.788869639
12483,8538,-1.298000,0.000343855,128.4936568,1.837456321
12488,8533,-1.298000,0.000340646,196.7891695,0.197242431
12493,8528,-1.298000,0.000337949,48.90909981,0.529720075
12498,8523,-1.298000,0.000336101,202.0335167,0.520348574
12503,8519,-1.298000,0.000335727,151.7784639,2.569424105
12508,8514,-1.298000,0.000335938,135.7555076,1.738615392
12513,8509,-1.298000,0.000336766,207.1392917,0.605492494
12518,8504,-1.298000,0.000338129,307.5699677,2.026284201
12523,8499,-1.298000,0.000340114,304.3908154,0.298405948
12528,8494,-1.298000,0.000342616,284.0953124,0.012336536
12533,8489,-1.298000,0.000344803,54.06069015,1.68510508
12538,8484,-1.298000,0.000346532,221.8065336,1.069411788
12543,8479,-1.298000,0.000347866,63.34501559,1.295934752
12548,8474,-1.298000,0.000349158,166.8374334,0.822219032
12553,8469,-1.298000,0.000350579,15.90413573,1.517420013
12558,8464,-1.298000,0.000351749,303.7635817,0.788879212
12563,8459,-1.298000,0.000352406,192.6548474,0.017472429
12568,8454,-1.298000,0.000352404,332.0230278,2.775029009
12573,8449,-1.298000,0.000351448,263.4411959,1.483478603
12578,8444,-1.298000,0.000349238,141.5998212,0.663187597
12583,8439,-1.298000,0.000346956,221.0723377,2.655158057
12588,8434,-1.298000,0.000345411,219.0145547,0.361003814
12593,8429,-1.298000,0.00034506,322.6186433,1.595978077
12598,8424,-1.298000,0.000345835,349.1882437,0.510978645
12603,8419,-1.298000,0.000347461,206.8446104,2.896764363
12608,8414,-1.298000,0.000349325,122.3674804,2.835377607
12613,8409,-1.298000,0.000351488,316.7016169,1.474989927
12618,8404,-1.298000,0.00035737,344.4357795,0.501776492
12623,8399,-1.298000,0.000362929,267.6586581,2.132664662
12628,8394,-1.298000,0.00036965,331.0795999,2.270311946
12633,8389,-1.298000,0.000380789,242.5956675,1.439613992
12638,8384,-1.298000,0.000386955,337.5108583,2.509524663
12643,8379,-1.298000,0.000388089,50.16019026,2.511239863
12648,8374,-1.298000,0.000389438,186.6168723,1.710976086
12653,8369,-1.298000,0.000391494,173.893434,2.349253161
12658,8364,-1.298000,0.000391939,165.1512219,1.427242555
12663,8359,-1.298000,0.000391905,267.7427893,2.332992198
12668,8354,-1.298000,0.000391972,179.4551256,2.687985872
12673,8349,-1.298000,0.000392001,56.04227505,2.869262122
12678,8344,-1.298000,0.000391281,241.6536511,0.393905154
12683,8339,-1.298000,0.000389394,290.9177923,1.879243523
12688,8334,-1.298000,0.000387503,231.0244948,2.248763197
12693,8329,-1.298000,0.000384028,158.5719613,0.572636644
12698,8324,-1.298000,0.000375735,93.42405507,1.331269946
12703,8319,-1.298000,0.00036989,211.3189027,0.875993181
12708,8314,-1.298000,0.00036659,112.3330323,1.308064182
12713,8309,-1.298000,0.000363279,296.4394506,2.039839426
12718,8304,-1.298000,0.000363156,118.5078463,0.75898579
12723,8299,-1.298000,0.000363368,201.2998841,2.616425341
12728,8294,-1.298000,0.000363846,326.4211227,1.608609903
12733,8289,-1.298000,0.000363432,20.70805764,2.737162486
12738,8284,-1.298000,0.000363693,244.5767735,1.397743938
12743,8279,-1.298000,0.000366199,254.8700645,1.119405029
12748,8274,-1.298000,0.0003676,341.6139005,2.080466756
12753,8269,-1.298000,0.000368237,344.6061578,2.270749418
12758,8264,-1.298000,0.000369411,293.6919815,2.72535734
12763,8259,-1.298000,0.00037176,310.9996944,0.186902523
12768,8254,-1.298000,0.000372382,60.32025382,2.350370881
12773,8249,-1.298000,0.000366539,117.7372887,0.503609927
12778,8244,-1.298000,0.000365329,278.2996964,2.498547663
12783,8239,-1.298000,0.000363934,12.44106307,0.388379898
12788,8234,-1.298000,0.000359201,13.83974079,1.476143563
12793,8229,-1.298000,0.00035182,358.6352068,2.518109787
12798,8224,-1.298000,0.000345694,79.25506268,1.735708062
12803,8219,-1.298000,0.000345816,239.9779119,0.826890986
12808,8214,-1.298000,0.000344781,163.9812161,1.087028476
12813,8209,-1.298000,0.000345907,98.20005449,1.60302477
12818,8204,-1.298000,0.000349437,105.5593655,2.814620779
12823,8199,-1.298000,0.000353379,335.7864686,0.849937154
12828,8194,-1.298000,0.000357337,311.656945,1.919422981
12833,8189,-1.298000,0.000361018,35.22330575,0.113226995
12838,8184,-1.298000,0.000363608,48.17301584,2.271593496
12843,8179,-1.298000,0.0003657,242.3771753,0.56220836
12848,8174,-1.298000,0.000366915,149.4438212,1.528887291
12853,8169,-1.298000,0.000367548,183.663898,1.776108551
12858,8164,-1.298000,0.000367606,1.719049088,0.717193254
12863,8159,-1.298000,0.000367355,281.8309885,1.4574478
12868,8154,-1.298000,0.00036696,4.440991421,2.76185963
12873,8149,-1.298000,0.000366643,245.2345461,1.087599463
12878,8144,-1.298000,0.000366409,323.4116011,0.190618579
12883,8139,-1.298000,0.000365806,346.2578987,1.819541595
12888,8134,-1.298000,0.000363731,84.2882561,0.52230805
12893,8129,-1.298000,0.000361207,137.7688836,1.893789779
12898,8124,-1.298000,0.000358304,207.9022184,1.070453652
12903,8119,-1.298000,0.000356365,293.922721,2.073215558
12908,8114,-1.298000,0.000354495,316.5530163,0.16509561
12913,8109,-1.298000,0.000353002,58.66858498,0.980633759
12918,8104,-1.298000,0.000351225,196.7276774,1.838448678
12923,8099,-1.298000,0.000347777,11.15426439,2.948470408
12928,8094,-1.298000,0.000345566,214.335091,1.363984132
12933,8089,-1.298000,0.000342493,320.3753884,0.759983611
12938,8084,-1.298000,0.000339614,173.1224915,0.111667052
12943,8079,-1.298000,0.000336934,94.28851457,1.694309978
12948,8074,-1.298000,0.000333944,65.65005408,0.137128124
12953,8069,-1.298000,0.000330917,312.4141231,2.813361054
12958,8064,-1.298000,0.000327497,329.8672439,1.361760287
12963,8059,-1.298000,0.000324661,77.9827151,2.608978184
12968,8054,-1.298000,0.000322286,340.0647843,2.781119073
12973,8049,-1.298000,0.000319566,192.3683163,2.044565629
12978,8044,-1.298000,0.000317325,302.1416254,1.071729956
12983,8039,-1.298000,0.000316725,348.2875594,2.404933802
12988,8034,-1.298000,0.000317821,355.8590917,1.728774649
12993,8029,-1.298000,0.000319774,132.639108,2.040791386
12998,8024,-1.298000,0.000321413,188.9649239,1.7472816
13003,8019,-1.298000,0.000321951,234.6891472,2.727185423
13008,8014,-1.298000,0.000321583,55.15765334,2.695099678
13013,8009,-1.298000,0.000320356,31.60320583,1.369004882
13018,8004,-1.298000,0.000318729,88.95659957,0.546504825
13023,7999,-1.298000,0.000317522,49.65722787,0.983536651
13028,7994,-1.298000,0.000317579,258.3370428,0.071368098
13033,7989,-1.298000,0.000320539,4.9271394,0.021511594
13038,7984,-1.298000,0.000326563,222.6060302,2.410595478
13043,7979,-1.298000,0.000334252,350.6155847,0.727646618
13048,7974,-1.298000,0.000342899,211.0724336,2.377705757
13053,7969,-1.298000,0.000349932,181.7424728,2.396999252
13058,7964,-1.298000,0.000353351,55.37614168,0.615088469
13063,7959,-1.298000,0.000353581,238.7318912,1.475124319
13068,7954,-1.298000,0.000351101,255.3062918,2.550140427
13073,7949,-1.298000,0.000347008,209.7120266,1.877034214
13078,7944,-1.298000,0.000342254,215.8644813,0.644346498
13083,7939,-1.298000,0.000337435,8.327372666,2.918320513
13088,7934,-1.298000,0.000331875,269.756382,1.61065565
13093,7929,-1.298000,0.000326342,240.428568,2.503921842
13098,7924,-1.298000,0.000320657,3.112573363,2.446661078
13103,7919,-1.298000,0.000316747,233.6756919,1.664484627
13108,7914,-1.298000,0.000317149,51.76942163,1.285584294
13113,7909,-1.298000,0.0003228,234.7923727,0.876916696
13118,7904,-1.298000,0.000333259,119.4645406,2.407959823
13123,7899,-1.298000,0.000343442,232.4056568,2.966293605
13128,7894,-1.298000,0.000353831,219.8662668,1.525158669
13133,7889,-1.298000,0.000361494,291.3943874,0.572398025
13138,7884,-1.298000,0.000365666,318.7535553,1.623482568
13143,7879,-1.298000,0.000367203,260.8075568,0.746084745
13148,7874,-1.298000,0.000365814,199.823824,1.174637242
13153,7869,-1.298000,0.000364163,250.0950599,0.619789862
13158,7864,-1.298000,0.000362112,197.7511216,2.357320167
13163,7859,-1.298000,0.000357816,146.9590305,1.419517695
13168,7854,-1.298000,0.000355946,59.50396984,1.418957776
13173,7849,-1.298000,0.000355634,82.39762422,2.154576187
13178,7844,-1.298000,0.000355671,44.54675932,0.384014754
13183,7839,-1.298000,0.000355457,71.8526383,2.852407747
13188,7834,-1.298000,0.000355334,22.4076047,2.204519791
13193,7829,-1.298000,0.000354661,320.6884452,1.85591418
13198,7824,-1.298000,0.000353853,263.012792,1.68488994
13203,7819,-1.298000,0.000353052,43.91668215,0.683287893
13208,7814,-1.298000,0.000352378,69.76442541,2.655205098
13213,7809,-1.298000,0.000351808,142.7610647,1.542095724
13218,7804,-1.298000,0.00035079,261.365088,1.255923202
13223,7799,-1.298000,0.000348896,134.6393439,2.325913495
13228,7794,-1.298000,0.000347774,102.7014398,2.091641321
13233,7789,-1.298000,0.000346594,38.05476758,2.970826122
13238,7784,-1.298000,0.000346391,286.8217354,1.778731523
13243,7779,-1.298000,0.000347344,184.2421377,0.469002571
13248,7774,-1.298000,0.000349655,217.2711148,0.392370875
13253,7769,-1.298000,0.000353293,17.17439381,0.511070938
13258,7764,-1.298000,0.00035819,151.371097,0.198058884
13263,7759,-1.298000,0.000362193,302.0931395,1.125835504
13268,7754,-1.298000,0.00036586,141.804315,2.179076622
13273,7749,-1.298000,0.000369117,147.9360473,1.167310907
13278,7744,-1.298000,0.000372047,101.0777619,0.108048032
13283,7739,-1.298000,0.000376659,85.70975059,0.016962682
13288,7734,-1.298000,0.000380368,318.030992,1.968483845
13293,7729,-1.298000,0.000378818,11.50010037,2.257975258
13298,7724,-1.298000,0.000378189,262.5762419,0.202842089
13303,7719,-1.298000,0.000376618,103.8702931,1.017813524
13308,7714,-1.298000,0.000372273,218.1028629,1.492175722
13313,7709,-1.298000,0.000369942,278.0153924,0.935471632
13318,7704,-1.298000,0.00036996,341.5037656,2.016055888
13323,7699,-1.298000,0.000368901,91.88060729,2.425174489
13328,7694,-1.298000,0.000361863,149.3499549,2.030715204
13333,7689,-1.298000,0.00035302,9.006209951,2.792169624
13338,7684,-1.298000,0.000349719,168.8625276,1.916752912
13343,7679,-1.298000,0.000345034,226.8434065,1.718736337
13348,7674,-1.298000,0.000339792,231.2398543,2.972032156
13353,7669,-1.298000,0.00033895,181.1375121,0.163655021
13358,7664,-1.298000,0.000340289,145.5784388,0.255182372
13363,7659,-1.298000,0.000342808,203.8162149,2.883751909
13368,7654,-1.298000,0.000345705,207.4995897,1.216294781
13373,7649,-1.298000,0.000348326,271.6283266,2.055839705
13378,7644,-1.298000,0.000350341,43.60907954,1.218122181
13383,7639,-1.298000,0.000350548,242.2973059,2.984974812
13388,7634,-1.298000,0.000348699,305.1940823,2.513676533
13393,7629,-1.298000,0.000345948,101.5623421,0.737976869
13398,7624,-1.298000,0.00034256,275.3923505,1.24943008
13403,7619,-1.298000,0.000338855,171.7882137,1.109931034
13408,7614,-1.298000,0.000335431,60.26117869,2.375403381
13413,7609,-1.298000,0.000333502,276.1542774,0.096326014
13418,7604,-1.298000,0.000332342,345.875609,2.389428678
13423,7599,-1.298000,0.00033188,85.6516009,0.10216806
13428,7594,-1.298000,0.000331847,18.48549757,0.055395927
13433,7589,-1.298000,0.000332592,39.59909697,1.342352471
13438,7584,-1.298000,0.00033425,288.7348642,2.512547822
13443,7579,-1.298000,0.000336643,140.357603,2.387994892
13448,7574,-1.298000,0.000339692,205.7919914,2.810606908
13453,7569,-1.298000,0.000343155,52.74758869,0.603936774
13458,7564,-1.298000,0.000346018,182.0751732,2.58804176
13463,7559,-1.298000,0.000348071,340.3987928,0.7674136
13468,7554,-1.298000,0.000349387,324.4159441,0.179044246
13473,7549,-1.298000,0.000350261,150.1869438,2.906039856
13478,7544,-1.298000,0.000350824,163.6851097,0.196516589
13483,7539,-1.298000,0.000351101,115.6123844,0.68862312
13488,7534,-1.298000,0.00035177,35.82208508,0.099235199
13493,7529,-1.298000,0.000352351,155.1610496,0.383466103
13498,7524,-1.298000,0.000352309,113.3251026,2.040104359
13503,7519,-1.298000,0.000352023,355.602917,0.084888954
13508,7514,-1.298000,0.000351064,156.2582908,2.555711186
13513,7509,-1.298000,0.000349819,144.4933349,0.846665591
13518,7504,-1.298000,0.000348751,142.1127443,1.265969851
13523,7499,-1.298000,0.000347571,58.56759355,1.959938509
13528,7494,-1.298000,0.00034719,150.3061997,2.764785395
13533,7489,-1.298000,0.000347257,183.1707807,0.877051274
13538,7484,-1.298000,0.000347594,101.5883202,2.900402868
13543,7479,-1.298000,0.000348111,234.7456858,2.338243541
13548,7474,-1.298000,0.000348887,223.8246765,0.258944092
13553,7469,-1.298000,0.000350425,255.1072776,0.536675197
13558,7464,-1.298000,0.000352494,91.10161213,0.570911168
13563,7459,-1.298000,0.000354835,176.5162884,0.297538722
13568,7454,-1.298000,0.000357284,115.8587224,2.729701121
13573,7449,-1.298000,0.000355958,233.0188682,0.145274175
13578,7444,-1.298000,0.000358042,353.4779706,2.730071045
13583,7439,-1.298000,0.000362258,281.3655513,0.366127476
13588,7434,-1.298000,0.000364403,141.7894661,1.060989935
13593,7429,-1.298000,0.000363585,164.7948169,0.695314342
13598,7424,-1.298000,0.000365457,198.6750772,1.682173509
13603,7419,-1.298000,0.000369655,241.1558971,1.719926967
13608,7414,-1.298000,0.00037172,282.9872851,0.908306431
13613,7409,-1.298000,0.000375091,147.0012084,2.320345628
13618,7404,-1.298000,0.000378495,250.0363525,0.041593946
13623,7399,-1.298000,0.000381886,101.1176817,0.80148419
